country,continent
Spain,Europe
Sri Lanka,Asia
Sri Lanka,Asia
Sri Lanka,Asia
Sri Lanka,Asia
Sri Lanka,Asia
Sri Lanka,Asia
Sri Lanka,Asia
Sri Lanka,Asia
Sri Lanka,Asia
Sri Lanka,Asia
Sri Lanka,Asia
Sri Lanka,Asia
Sudan,Africa
Sudan,Africa
Sudan,Africa
Sudan,Africa
Sudan,Africa
Sudan,Africa
Sudan,Africa
Sudan,Africa
Sudan,Africa
Sudan,Africa
Sudan,Africa
Sudan,Africa
Swaziland,Africa
Swaziland,Africa
Swaziland,Africa
Swaziland,Africa
Swaziland,Africa
Swaziland,Africa
Swaziland,Africa
Swaziland,Africa
Swaziland,Africa
Swaziland,Africa
Swaziland,Africa
Swaziland,Africa
Sweden,Europe
Sweden,Europe
Sweden,Europe
Sweden,Europe
Sweden,Europe
Sweden,Europe
Sweden,Europe
Sweden,Europe
Sweden,Europe
Sweden,Europe
Sweden,Europe
Sweden,Europe
Switzerland,Europe
Switzerland,Europe
Switzerland,Europe
Switzerland,Europe
Switzerland,Europe
Switzerland,Europe
Switzerland,Europe
Switzerland,Europe
Switzerland,Europe
Switzerland,Europe
Switzerland,Europe
Switzerland,Europe
Syria,Asia
Syria,Asia
Syria,Asia
Syria,Asia
Syria,Asia
Syria,Asia
Syria,Asia
Syria,Asia
Syria,Asia
Syria,Asia
Syria,Asia
Syria,Asia
Taiwan,Asia
Taiwan,Asia
Taiwan,Asia
Taiwan,Asia
Taiwan,Asia
Taiwan,Asia
Taiwan,Asia
Taiwan,Asia
Taiwan,Asia
Taiwan,Asia
Taiwan,Asia
Taiwan,Asia
Tanzania,Africa
Tanzania,Africa
Tanzania,Africa
Tanzania,Africa
Tanzania,Africa
Tanzania,Africa
Tanzania,Africa
Tanzania,Africa
Tanzania,Africa
Tanzania,Africa
Tanzania,Africa
Tanzania,Africa
Thailand,Asia
Thailand,Asia
Thailand,Asia
Thailand,Asia
Thailand,Asia
Thailand,Asia
Thailand,Asia
Thailand,Asia
Thailand,Asia
Thailand,Asia
Thailand,Asia
Thailand,Asia
Togo,Africa
Togo,Africa
Togo,Africa
Togo,Africa
Togo,Africa
Togo,Africa
Togo,Africa
Togo,Africa
Togo,Africa
Togo,Africa
Togo,Africa
Togo,Africa
Trinidad and Tobago,Americas
Trinidad and Tobago,Americas
Trinidad and Tobago,Americas
Trinidad and Tobago,Americas
Trinidad and Tobago,Americas
Trinidad and Tobago,Americas
Trinidad and Tobago,Americas
Trinidad and Tobago,Americas
Trinidad and Tobago,Americas
Trinidad and Tobago,Americas
Trinidad and Tobago,Americas
Trinidad and Tobago,Americas
Tunisia,Africa
Tunisia,Africa
Tunisia,Africa
Tunisia,Africa
Tunisia,Africa
Tunisia,Africa
Tunisia,Africa
Tunisia,Africa
Tunisia,Africa
Tunisia,Africa
Tunisia,Africa
Tunisia,Africa
Turkey,Europe
Turkey,Europe
Turkey,Europe
Turkey,Europe
Turkey,Europe
Turkey,Europe
Turkey,Europe
Turkey,Europe
Turkey,Europe
Turkey,Europe
Turkey,Europe
Turkey,Europe
Uganda,Africa
Uganda,Africa
Uganda,Africa
Uganda,Africa
Uganda,Africa
Uganda,Africa
Uganda,Africa
Uganda,Africa
Uganda,Africa
Uganda,Africa
Uganda,Africa
Uganda,Africa
United Kingdom,Europe
United Kingdom,Europe
United Kingdom,Europe
United Kingdom,Europe
United Kingdom,Europe
United Kingdom,Europe
United Kingdom,Europe
United Kingdom,Europe
United Kingdom,Europe
United Kingdom,Europe
United Kingdom,Europe
United Kingdom,Europe
United States,Americas
United States,Americas
United States,Americas
United States,Americas
United States,Americas
United States,Americas
United States,Americas
United States,Americas
United States,Americas
United States,Americas
United States,Americas
United States,Americas
Uruguay,Americas
Uruguay,Americas
Uruguay,Americas
Uruguay,Americas
Uruguay,Americas
Uruguay,Americas
Uruguay,Americas
Uruguay,Americas
Uruguay,Americas
Uruguay,Americas
Uruguay,Americas
Uruguay,Americas
Venezuela,Americas
Venezuela,Americas
Venezuela,Americas
Venezuela,Americas
Venezuela,Americas
Venezuela,Americas
Venezuela,Americas
Venezuela,Americas
Venezuela,Americas
Venezuela,Americas
Venezuela,Americas
Venezuela,Americas
Vietnam,Asia
Vietnam,Asia
Vietnam,Asia
Vietnam,Asia
Vietnam,Asia
Vietnam,Asia
Vietnam,Asia
Vietnam,Asia
Vietnam,Asia
Vietnam,Asia
Vietnam,Asia
Vietnam,Asia
West Bank and Gaza,Asia
West Bank and Gaza,Asia
West Bank and Gaza,Asia
West Bank and Gaza,Asia
West Bank and Gaza,Asia
West Bank and Gaza,Asia
West Bank and Gaza,Asia
West Bank and Gaza,Asia
West Bank and Gaza,Asia
West Bank and Gaza,Asia
West Bank and Gaza,Asia
West Bank and Gaza,Asia
"Yemen, Rep.",Asia
"Yemen, Rep.",Asia
"Yemen, Rep.",Asia
"Yemen, Rep.",Asia
"Yemen, Rep.",Asia
"Yemen, Rep.",Asia
"Yemen, Rep.",Asia
"Yemen, Rep.",Asia
"Yemen, Rep.",Asia
"Yemen, Rep.",Asia
"Yemen, Rep.",Asia
"Yemen, Rep.",Asia
Zambia,Africa
Zambia,Africa
Zambia,Africa
Zambia,Africa
Zambia,Africa
Zambia,Africa
Zambia,Africa
Zambia,Africa
Zambia,Africa
Zambia,Africa
Zambia,Africa
Zambia,Africa
Zimbabwe,Africa
Zimbabwe,Africa
Zimbabwe,Africa
Zimbabwe,Africa
Zimbabwe,Africa
Zimbabwe,Africa
Zimbabwe,Africa
Zimbabwe,Africa
Zimbabwe,Africa
Zimbabwe,Africa
Zimbabwe,Africa
Zimbabwe,Africa
